ano,campo,registros,quantidade_nulos,percentual_nulos,strings_vazias,strings_apenas_espacos,espacos_antes,espacos_depois,valores_com_espacos_nas_bordas,textos_nao_vazios_com_espacos_nas_bordas,marcadores_textuais_preservados,completamente_vazia,exemplos_espacos_json,criterio
2020,ano_compra,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,nome_instituicao,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,esfera,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,cnpj_instituicao,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,municipio_instituicao,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,uf,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,compra,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,insercao,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,codigo_br,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,descricao_catmat,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,unidade_fornecimento,84819,6,0.007074,6,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,generico,84819,47684,56.218536,47684,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,anvisa,84819,47684,56.218536,47684,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,modalidade_compra,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,tipo_compra,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,capacidade,84819,53437,63.001214,53437,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,unidade_medida,84819,53437,63.001214,53437,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,unidade_fornecimento_capacidade,84819,6,0.007074,6,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,cnpj_fornecedor,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,fornecedor,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,cnpj_fabricante,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,fabricante,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,qtd_itens_comprados,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,preco_unitario,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2020,preco_total,84819,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,ano_compra,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,nome_instituicao,83622,8,0.009567,8,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,esfera,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,cnpj_instituicao,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,municipio_instituicao,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,uf,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,compra,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,insercao,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,codigo_br,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,descricao_catmat,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,unidade_fornecimento,83622,4,0.004783,4,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,generico,83622,45199,54.051565,45199,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,anvisa,83622,45199,54.051565,45199,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,modalidade_compra,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,tipo_compra,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,capacidade,83622,53401,63.859989,53401,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,unidade_medida,83622,53401,63.859989,53401,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,unidade_fornecimento_capacidade,83622,4,0.004783,4,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,cnpj_fornecedor,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,fornecedor,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,cnpj_fabricante,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,fabricante,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,qtd_itens_comprados,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,preco_unitario,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
2021,preco_total,83622,0,0.0,0,0,0,0,0,0,0,False,[],Nulo = campo vazio; strings_vazias repete essa contagem. Espaços e marcadores literais não são nulos. Contagens de espaços nas bordas podem se sobrepor.
